vendor,S|P,PO_Group,Product_Code,Vendor_Code_List,Quantity,Plus_or_Minus,Base_Curve,Diameter,MF_Add_Power,Cylinder,Sphere_1,Sphere_2,Product_Type
107,S,GI,7052,null,null,null,null,null,null,-175,0100,0175,null
107,S,GJ,7048,null,null,null,null,null,null,-225,0100,0175,null
107,S,GJ,7049,null,null,null,null,null,null,-225,0100,0175,null
107,S,GJ,7050,null,null,null,null,null,null,-225,0100,0175,null
107,S,GJ,7052,null,null,null,null,null,null,-225,0100,0175,null
107,S,GK,7048,null,null,null,null,null,null,-075,0200,0275,null
107,S,GK,7049,null,null,null,null,null,null,-075,0200,0275,null
107,S,GK,7050,null,null,null,null,null,null,-075,0200,0275,null
107,S,GK,7052,null,null,null,null,null,null,-075,0200,0275,null
107,S,GL,7048,null,null,null,null,null,null,-125,0200,0275,null
107,S,GL,7049,null,null,null,null,null,null,-125,0200,0275,null
107,S,GL,7050,null,null,null,null,null,null,-125,0200,0275,null
107,S,GL,7052,null,null,null,null,null,null,-125,0200,0275,null
107,S,GM,7048,null,null,null,null,null,null,-175,0200,0275,null
107,S,GM,7049,null,null,null,null,null,null,-175,0200,0275,null
107,S,GM,7050,null,null,null,null,null,null,-175,0200,0275,null
107,S,GM,7052,null,null,null,null,null,null,-175,0200,0275,null
107,S,GN,7048,null,null,null,null,null,null,-225,0200,0275,null
107,S,GN,7049,null,null,null,null,null,null,-225,0200,0275,null
107,S,GN,7050,null,null,null,null,null,null,-225,0200,0275,null
107,S,GN,7052,null,null,null,null,null,null,-225,0200,0275,null
107,S,GO,7048,null,null,null,null,null,null,-075,0300,0375,null
107,S,GO,7049,null,null,null,null,null,null,-075,0300,0375,null
107,S,GO,7050,null,null,null,null,null,null,-075,0300,0375,null
107,S,GO,7052,null,null,null,null,null,null,-075,0300,0375,null
107,S,GP,7048,null,null,null,null,null,null,-125,0300,0375,null
107,S,GP,7049,null,null,null,null,null,null,-125,0300,0375,null
107,S,GP,7050,null,null,null,null,null,null,-125,0300,0375,null
107,S,GP,7052,null,null,null,null,null,null,-125,0300,0375,null
107,S,GQ,7048,null,null,null,null,null,null,-175,0300,0375,null
107,S,GQ,7049,null,null,null,null,null,null,-175,0300,0375,null
107,S,GQ,7050,null,null,null,null,null,null,-175,0300,0375,null
107,S,GQ,7052,null,null,null,null,null,null,-175,0300,0375,null
107,S,GR,7048,null,null,null,null,null,null,-225,0300,0375,null
107,S,GR,7049,null,null,null,null,null,null,-225,0300,0375,null
107,S,GR,7050,null,null,null,null,null,null,-225,0300,0375,null
107,S,GR,7052,null,null,null,null,null,null,-225,0300,0375,null
107,S,GS,7048,null,null,null,null,null,null,-075,0400,0475,null
107,S,GS,7049,null,null,null,null,null,null,-075,0400,0475,null
107,S,GS,7050,null,null,null,null,null,null,-075,0400,0475,null
107,S,GS,7052,null,null,null,null,null,null,-075,0400,0475,null
107,S,GT,7048,null,null,null,null,null,null,-125,0400,0475,null
107,S,GT,7049,null,null,null,null,null,null,-125,0400,0475,null
107,S,GT,7050,null,null,null,null,null,null,-125,0400,0475,null
107,S,GT,7052,null,null,null,null,null,null,-125,0400,0475,null
107,S,GU,7048,null,null,null,null,null,null,-175,0400,0475,null
107,S,GU,7049,null,null,null,null,null,null,-175,0400,0475,null
107,S,GU,7050,null,null,null,null,null,null,-175,0400,0475,null
107,S,GU,7052,null,null,null,null,null,null,-175,0400,0475,null
107,S,GV,7048,null,null,null,null,null,null,-225,0400,0475,null
107,S,GV,7049,null,null,null,null,null,null,-225,0400,0475,null
107,S,GV,7050,null,null,null,null,null,null,-225,0400,0475,null
107,S,GV,7052,null,null,null,null,null,null,-225,0400,0475,null
107,S,GW,7048,null,null,null,null,null,null,-075,0500,0575,null
107,S,GW,7049,null,null,null,null,null,null,-075,0500,0575,null
107,S,GW,7050,null,null,null,null,null,null,-075,0500,0575,null
107,S,GW,7052,null,null,null,null,null,null,-075,0500,0575,null
107,S,GX,7048,null,null,null,null,null,null,-125,0500,0575,null
107,S,GX,7049,null,null,null,null,null,null,-125,0500,0575,null
107,S,GX,7050,null,null,null,null,null,null,-125,0500,0575,null
107,S,GX,7052,null,null,null,null,null,null,-125,0500,0575,null
107,S,GY,7048,null,null,null,null,null,null,-175,0500,0575,null
107,S,GY,7049,null,null,null,null,null,null,-175,0500,0575,null
107,S,GY,7050,null,null,null,null,null,null,-175,0500,0575,null
107,S,GY,7052,null,null,null,null,null,null,-175,0500,0575,null
107,S,GZ,7048,null,null,null,null,null,null,-225,0500,0575,null
107,S,GZ,7049,null,null,null,null,null,null,-225,0500,0575,null
107,S,GZ,7050,null,null,null,null,null,null,-225,0500,0575,null
107,S,GZ,7052,null,null,null,null,null,null,-225,0500,0575,null
107,S,HA,7048,null,null,null,null,null,null,-075,0600,0675,null
107,S,HA,7049,null,null,null,null,null,null,-075,0600,0675,null
107,S,HA,7050,null,null,null,null,null,null,-075,0600,0675,null
107,S,HA,7052,null,null,null,null,null,null,-075,0600,0675,null
107,S,HB,7048,null,null,null,null,null,null,-125,0600,0675,null
107,S,HB,7049,null,null,null,null,null,null,-125,0600,0675,null
107,S,HB,7050,null,null,null,null,null,null,-125,0600,0675,null
107,S,HB,7052,null,null,null,null,null,null,-125,0600,0675,null
107,S,HC,7048,null,null,null,null,null,null,-175,0600,0675,null
107,S,HC,7049,null,null,null,null,null,null,-175,0600,0675,null
107,S,HC,7050,null,null,null,null,null,null,-175,0600,0675,null
107,S,HC,7052,null,null,null,null,null,null,-175,0600,0675,null
107,S,HD,7048,null,null,null,null,null,null,-225,0600,0675,null
107,S,HD,7049,null,null,null,null,null,null,-225,0600,0675,null
107,S,HD,7050,null,null,null,null,null,null,-225,0600,0675,null
107,S,HD,7052,null,null,null,null,null,null,-225,0600,0675,null
107,S,HE,7048,null,null,null,null,null,null,-075,0700,0775,null
107,S,HE,7049,null,null,null,null,null,null,-075,0700,0775,null
107,S,HE,7050,null,null,null,null,null,null,-075,0700,0775,null
107,S,HE,7052,null,null,null,null,null,null,-075,0700,0775,null
107,S,HF,7048,null,null,null,null,null,null,-125,0700,0775,null
107,S,HF,7049,null,null,null,null,null,null,-125,0700,0775,null
107,S,HF,7050,null,null,null,null,null,null,-125,0700,0775,null
107,S,HF,7052,null,null,null,null,null,null,-125,0700,0775,null
107,S,HG,7048,null,null,null,null,null,null,-175,0700,0775,null
107,S,HG,7049,null,null,null,null,null,null,-175,0700,0775,null
107,S,HG,7050,null,null,null,null,null,null,-175,0700,0775,null
107,S,HG,7052,null,null,null,null,null,null,-175,0700,0775,null
107,S,HH,7048,null,null,null,null,null,null,-225,0700,0775,null
107,S,HH,7049,null,null,null,null,null,null,-225,0700,0775,null
107,S,HH,7050,null,null,null,null,null,null,-225,0700,0775,null
107,S,HH,7052,null,null,null,null,null,null,-225,0700,0775,null
107,S,HI,7048,null,null,null,null,null,null,-075,0800,0875,null
107,S,HI,7049,null,null,null,null,null,null,-075,0800,0875,null
107,S,HI,7050,null,null,null,null,null,null,-075,0800,0875,null
107,S,HI,7052,null,null,null,null,null,null,-075,0800,0875,null
107,S,HJ,7048,null,null,null,null,null,null,-125,0800,0875,null
107,S,HJ,7049,null,null,null,null,null,null,-125,0800,0875,null
107,S,HJ,7050,null,null,null,null,null,null,-125,0800,0875,null
107,S,HJ,7052,null,null,null,null,null,null,-125,0800,0875,null
107,S,HK,7048,null,null,null,null,null,null,-175,0800,0875,null
107,S,HK,7049,null,null,null,null,null,null,-175,0800,0875,null
107,S,HK,7050,null,null,null,null,null,null,-175,0800,0875,null
107,S,HK,7052,null,null,null,null,null,null,-175,0800,0875,null
107,S,HL,7048,null,null,null,null,null,null,-225,0800,0875,null
107,S,HL,7049,null,null,null,null,null,null,-225,0800,0875,null
107,S,HL,7050,null,null,null,null,null,null,-225,0800,0875,null
107,S,HL,7052,null,null,null,null,null,null,-225,0800,0875,null
107,S,HM,7048,null,null,null,null,null,null,-075,null,null,null
107,S,HM,7049,null,null,null,null,null,null,-075,null,null,null
107,S,HM,7050,null,null,null,null,null,null,-075,null,null,null
107,S,HM,7052,null,null,null,null,null,null,-075,null,null,null
107,S,HN,7048,null,null,null,null,null,null,-125,null,null,null
107,S,HN,7049,null,null,null,null,null,null,-125,null,null,null
107,S,HN,7050,null,null,null,null,null,null,-125,null,null,null
107,S,HN,7052,null,null,null,null,null,null,-125,null,null,null
107,S,HO,7048,null,null,null,null,null,null,-175,null,null,null
107,S,HO,7049,null,null,null,null,null,null,-175,null,null,null
107,S,HO,7050,null,null,null,null,null,null,-175,null,null,null
107,S,HO,7052,null,null,null,null,null,null,-175,null,null,null
107,S,HP,7048,null,null,null,null,null,null,-225,null,null,null
107,S,HP,7049,null,null,null,null,null,null,-225,null,null,null
107,S,HP,7050,null,null,null,null,null,null,-225,null,null,null
107,S,HP,7052,null,null,null,null,null,null,-225,null,null,null
107,S,HQ,7018,null,null,+,null,null,null,-075,0025,0075,null
107,S,HQ,7019,null,null,+,null,null,null,-075,0025,0075,null
107,S,HQ,7040,null,null,+,null,null,null,-075,0025,0075,null
107,S,HR,7018,null,null,+,null,null,null,-125,0025,0075,null
107,S,HR,7019,null,null,+,null,null,null,-125,0025,0075,null
107,S,HR,7040,null,null,+,null,null,null,-125,0025,0075,null
107,S,HS,7018,null,null,+,null,null,null,-175,0025,0075,null
107,S,HS,7019,null,null,+,null,null,null,-175,0025,0075,null
107,S,HS,7040,null,null,+,null,null,null,-175,0025,0075,null
107,S,HT,7018,null,null,+,null,null,null,-225,0025,0075,null
107,S,HT,7019,null,null,+,null,null,null,-225,0025,0075,null
107,S,HT,7040,null,null,+,null,null,null,-225,0025,0075,null
107,S,HU,7018,null,null,+,null,null,null,-075,0100,0175,null
107,S,HU,7019,null,null,+,null,null,null,-075,0100,0175,null
107,S,HU,7040,null,null,+,null,null,null,-075,0100,0175,null
107,S,HV,7018,null,null,+,null,null,null,-125,0100,0175,null
107,S,HV,7019,null,null,+,null,null,null,-125,0100,0175,null
107,S,HV,7040,null,null,+,null,null,null,-125,0100,0175,null
107,S,HW,7018,null,null,+,null,null,null,-175,0100,0175,null
107,S,HW,7019,null,null,+,null,null,null,-175,0100,0175,null
107,S,HW,7040,null,null,+,null,null,null,-175,0100,0175,null
107,S,HX,7018,null,null,+,null,null,null,-225,0100,0175,null
107,S,HX,7019,null,null,+,null,null,null,-225,0100,0175,null
107,S,HX,7040,null,null,+,null,null,null,-225,0100,0175,null
107,S,HY,7018,null,null,+,null,null,null,-075,0200,0275,null
107,S,HY,7019,null,null,+,null,null,null,-075,0200,0275,null
107,S,HY,7040,null,null,+,null,null,null,-075,0200,0275,null
107,S,HZ,7018,null,null,+,null,null,null,-125,0200,0275,null
107,S,HZ,7019,null,null,+,null,null,null,-125,0200,0275,null
107,S,HZ,7040,null,null,+,null,null,null,-125,0200,0275,null
107,S,IA,7018,null,null,+,null,null,null,-175,0200,0275,null
107,S,IA,7019,null,null,+,null,null,null,-175,0200,0275,null
107,S,IA,7040,null,null,+,null,null,null,-175,0200,0275,null
107,S,IB,7018,null,null,+,null,null,null,-225,0200,0275,null
107,S,IB,7019,null,null,+,null,null,null,-225,0200,0275,null
107,S,IB,7040,null,null,+,null,null,null,-225,0200,0275,null
107,S,IC,7018,null,null,+,null,null,null,-075,0300,0375,null
107,S,IC,7019,null,null,+,null,null,null,-075,0300,0375,null
107,S,IC,7040,null,null,+,null,null,null,-075,0300,0375,null
107,S,ID,7018,null,null,+,null,null,null,-125,0300,0375,null
107,S,ID,7019,null,null,+,null,null,null,-125,0300,0375,null
107,S,ID,7040,null,null,+,null,null,null,-125,0300,0375,null
107,S,IE,7018,null,null,+,null,null,null,-175,0300,0375,null
107,S,IE,7019,null,null,+,null,null,null,-175,0300,0375,null
107,S,IE,7040,null,null,+,null,null,null,-175,0300,0375,null
107,S,IF,7018,null,null,+,null,null,null,-225,0300,0375,null
107,S,IF,7019,null,null,+,null,null,null,-225,0300,0375,null
107,S,IF,7040,null,null,+,null,null,null,-225,0300,0375,null
107,S,IG,7018,null,null,+,null,null,null,-075,0400,0475,null
107,S,IG,7019,null,null,+,null,null,null,-075,0400,0475,null
107,S,IG,7040,null,null,+,null,null,null,-075,0400,0475,null
107,S,IH,7018,null,null,+,null,null,null,-125,0400,0475,null
107,S,IH,7019,null,null,+,null,null,null,-125,0400,0475,null
107,S,IH,7040,null,null,+,null,null,null,-125,0400,0475,null
107,S,II,7018,null,null,+,null,null,null,-175,0400,0475,null
107,S,II,7019,null,null,+,null,null,null,-175,0400,0475,null
107,S,II,7040,null,null,+,null,null,null,-175,0400,0475,null
107,S,IJ,7018,null,null,+,null,null,null,-225,0400,0475,null
107,S,IJ,7019,null,null,+,null,null,null,-225,0400,0475,null
107,S,IJ,7040,null,null,+,null,null,null,-225,0400,0475,null
107,S,IK,7018,null,null,+,null,null,null,-075,0500,0575,null
107,S,IK,7019,null,null,+,null,null,null,-075,0500,0575,null
107,S,IK,7040,null,null,+,null,null,null,-075,0500,0575,null
107,S,IL,7018,null,null,+,null,null,null,-125,0500,0575,null
107,S,IL,7019,null,null,+,null,null,null,-125,0500,0575,null
107,S,IL,7040,null,null,+,null,null,null,-125,0500,0575,null
107,S,IM,7018,null,null,+,null,null,null,-175,0500,0575,null
107,S,IM,7019,null,null,+,null,null,null,-175,0500,0575,null
107,S,IM,7040,null,null,+,null,null,null,-175,0500,0575,null
107,S,IN,7018,null,null,+,null,null,null,-225,0500,0575,null
107,S,IN,7019,null,null,+,null,null,null,-225,0500,0575,null
107,S,IN,7040,null,null,+,null,null,null,-225,0500,0575,null
107,S,IO,7018,null,null,+,null,null,null,-075,null,null,null
107,S,IO,7019,null,null,+,null,null,null,-075,null,null,null
107,S,IO,7040,null,null,+,null,null,null,-075,null,null,null
107,S,IP,7018,null,null,+,null,null,null,-125,null,null,null
107,S,IP,7019,null,null,+,null,null,null,-125,null,null,null
107,S,IP,7040,null,null,+,null,null,null,-125,null,null,null
107,S,IQ,7018,null,null,+,null,null,null,-175,null,null,null
107,S,IQ,7019,null,null,+,null,null,null,-175,null,null,null
107,S,IQ,7040,null,null,+,null,null,null,-175,null,null,null
107,S,IR,7018,null,null,+,null,null,null,-225,null,null,null
107,S,IR,7019,null,null,+,null,null,null,-225,null,null,null
107,S,IR,7040,null,null,+,null,null,null,-225,null,null,null
107,S,IS,7018,null,null,null,null,null,null,-075,0000,0075,null
107,S,IS,7019,null,null,null,null,null,null,-075,0000,0075,null
107,S,IS,7040,null,null,null,null,null,null,-075,0000,0075,null
107,S,IT,7018,null,null,null,null,null,null,-125,0000,0075,null
107,S,IT,7019,null,null,null,null,null,null,-125,0000,0075,null
107,S,IT,7040,null,null,null,null,null,null,-125,0000,0075,null
107,S,IU,7018,null,null,null,null,null,null,-175,0000,0075,null
107,S,IU,7019,null,null,null,null,null,null,-175,0000,0075,null
107,S,IU,7040,null,null,null,null,null,null,-175,0000,0075,null
107,S,IV,7018,null,null,null,null,null,null,-225,0000,0075,null
107,S,IV,7019,null,null,null,null,null,null,-225,0000,0075,null
107,S,IV,7040,null,null,null,null,null,null,-225,0000,0075,null
107,S,IW,7018,null,null,null,null,null,null,-075,0100,0175,null
107,S,IW,7019,null,null,null,null,null,null,-075,0100,0175,null
107,S,IW,7040,null,null,null,null,null,null,-075,0100,0175,null
107,S,IX,7018,null,null,null,null,null,null,-125,0100,0175,null
107,S,IX,7019,null,null,null,null,null,null,-125,0100,0175,null
107,S,IX,7040,null,null,null,null,null,null,-125,0100,0175,null
107,S,IY,7018,null,null,null,null,null,null,-175,0100,0175,null
107,S,IY,7019,null,null,null,null,null,null,-175,0100,0175,null
107,S,IY,7040,null,null,null,null,null,null,-175,0100,0175,null
107,S,IZ,7018,null,null,null,null,null,null,-225,0100,0175,null
107,S,IZ,7019,null,null,null,null,null,null,-225,0100,0175,null
107,S,IZ,7040,null,null,null,null,null,null,-225,0100,0175,null
107,S,JA,7018,null,null,null,null,null,null,-075,0200,0275,null
107,S,JA,7019,null,null,null,null,null,null,-075,0200,0275,null
107,S,JA,7040,null,null,null,null,null,null,-075,0200,0275,null
107,S,JB,7018,null,null,null,null,null,null,-125,0200,0275,null
107,S,JB,7019,null,null,null,null,null,null,-125,0200,0275,null
107,S,JB,7040,null,null,null,null,null,null,-125,0200,0275,null
107,S,JC,7018,null,null,null,null,null,null,-175,0200,0275,null
107,S,JC,7019,null,null,null,null,null,null,-175,0200,0275,null
107,S,JC,7040,null,null,null,null,null,null,-175,0200,0275,null
107,S,JD,7018,null,null,null,null,null,null,-225,0200,0275,null
107,S,JD,7019,null,null,null,null,null,null,-225,0200,0275,null
107,S,JD,7040,null,null,null,null,null,null,-225,0200,0275,null
107,S,JE,7018,null,null,null,null,null,null,-075,0300,0375,null
107,S,JE,7019,null,null,null,null,null,null,-075,0300,0375,null
107,S,JE,7040,null,null,null,null,null,null,-075,0300,0375,null
107,S,JF,7018,null,null,null,null,null,null,-125,0300,0375,null
107,S,JF,7019,null,null,null,null,null,null,-125,0300,0375,null
107,S,JF,7040,null,null,null,null,null,null,-125,0300,0375,null
107,S,JG,7018,null,null,null,null,null,null,-175,0300,0375,null
107,S,JG,7019,null,null,null,null,null,null,-175,0300,0375,null
107,S,JG,7040,null,null,null,null,null,null,-175,0300,0375,null
107,S,JH,7018,null,null,null,null,null,null,-225,0300,0375,null
107,S,JH,7019,null,null,null,null,null,null,-225,0300,0375,null
107,S,JH,7040,null,null,null,null,null,null,-225,0300,0375,null
107,S,JI,7018,null,null,null,null,null,null,-075,0400,0475,null
107,S,JI,7019,null,null,null,null,null,null,-075,0400,0475,null
107,S,JI,7040,null,null,null,null,null,null,-075,0400,0475,null
107,S,JJ,7018,null,null,null,null,null,null,-125,0400,0475,null
107,S,JJ,7019,null,null,null,null,null,null,-125,0400,0475,null
107,S,JJ,7040,null,null,null,null,null,null,-125,0400,0475,null
107,S,JK,7018,null,null,null,null,null,null,-175,0400,0475,null
107,S,JK,7019,null,null,null,null,null,null,-175,0400,0475,null
107,S,JK,7040,null,null,null,null,null,null,-175,0400,0475,null
107,S,JL,7018,null,null,null,null,null,null,-225,0400,0475,null
107,S,JL,7019,null,null,null,null,null,null,-225,0400,0475,null
107,S,JL,7040,null,null,null,null,null,null,-225,0400,0475,null
107,S,JM,7018,null,null,null,null,null,null,-075,0500,0575,null
107,S,JM,7019,null,null,null,null,null,null,-075,0500,0575,null
107,S,JM,7040,null,null,null,null,null,null,-075,0500,0575,null
107,S,JN,7018,null,null,null,null,null,null,-125,0500,0575,null
107,S,JN,7019,null,null,null,null,null,null,-125,0500,0575,null
107,S,JN,7040,null,null,null,null,null,null,-125,0500,0575,null
107,S,JO,7018,null,null,null,null,null,null,-175,0500,0575,null
107,S,JO,7019,null,null,null,null,null,null,-175,0500,0575,null
107,S,JO,7040,null,null,null,null,null,null,-175,0500,0575,null
107,S,JP,7018,null,null,null,null,null,null,-225,0500,0575,null
107,S,JP,7019,null,null,null,null,null,null,-225,0500,0575,null
107,S,JP,7040,null,null,null,null,null,null,-225,0500,0575,null
107,S,JQ,7018,null,null,null,null,null,null,-075,0600,0675,null
107,S,JQ,7019,null,null,null,null,null,null,-075,0600,0675,null
107,S,JQ,7040,null,null,null,null,null,null,-075,0600,0675,null
107,S,JR,7018,null,null,null,null,null,null,-125,0600,0675,null
107,S,JR,7019,null,null,null,null,null,null,-125,0600,0675,null
107,S,JR,7040,null,null,null,null,null,null,-125,0600,0675,null
107,S,JS,7018,null,null,null,null,null,null,-175,0600,0675,null
107,S,JS,7019,null,null,null,null,null,null,-175,0600,0675,null
107,S,JS,7040,null,null,null,null,null,null,-175,0600,0675,null
107,S,JT,7018,null,null,null,null,null,null,-225,0600,0675,null
107,S,JT,7019,null,null,null,null,null,null,-225,0600,0675,null
107,S,JT,7040,null,null,null,null,null,null,-225,0600,0675,null
107,S,JU,7018,null,null,null,null,null,null,-075,0700,0775,null
107,S,JU,7019,null,null,null,null,null,null,-075,0700,0775,null
107,S,JU,7040,null,null,null,null,null,null,-075,0700,0775,null
107,S,JV,7018,null,null,null,null,null,null,-125,0700,0775,null
107,S,JV,7019,null,null,null,null,null,null,-125,0700,0775,null
107,S,JV,7040,null,null,null,null,null,null,-125,0700,0775,null
107,S,JW,7018,null,null,null,null,null,null,-175,0700,0775,null
107,S,JW,7019,null,null,null,null,null,null,-175,0700,0775,null
107,S,JW,7040,null,null,null,null,null,null,-175,0700,0775,null
107,S,JX,7018,null,null,null,null,null,null,-225,0700,0775,null
107,S,JX,7019,null,null,null,null,null,null,-225,0700,0775,null
107,S,JX,7040,null,null,null,null,null,null,-225,0700,0775,null
107,S,JY,7018,null,null,null,null,null,null,-075,0800,0875,null
107,S,JY,7019,null,null,null,null,null,null,-075,0800,0875,null
107,S,JY,7040,null,null,null,null,null,null,-075,0800,0875,null
107,S,JZ,7018,null,null,null,null,null,null,-125,0800,0875,null
107,S,JZ,7019,null,null,null,null,null,null,-125,0800,0875,null
107,S,JZ,7040,null,null,null,null,null,null,-125,0800,0875,null
107,S,KA,7018,null,null,null,null,null,null,-175,0800,0875,null
107,S,KA,7019,null,null,null,null,null,null,-175,0800,0875,null
107,S,KA,7040,null,null,null,null,null,null,-175,0800,0875,null
107,S,KB,7018,null,null,null,null,null,null,-225,0800,0875,null
107,S,KB,7019,null,null,null,null,null,null,-225,0800,0875,null
107,S,KB,7040,null,null,null,null,null,null,-225,0800,0875,null
107,S,KC,7018,null,null,null,null,null,null,-075,null,null,null
107,S,KC,7019,null,null,null,null,null,null,-075,null,null,null
107,S,KC,7040,null,null,null,null,null,null,-075,null,null,null
107,S,KD,7018,null,null,null,null,null,null,-125,null,null,null
107,S,KD,7019,null,null,null,null,null,null,-125,null,null,null
107,S,KD,7040,null,null,null,null,null,null,-125,null,null,null
107,S,KE,7018,null,null,null,null,null,null,-175,null,null,null
107,S,KE,7019,null,null,null,null,null,null,-175,null,null,null
107,S,KE,7040,null,null,null,null,null,null,-175,null,null,null
107,S,KF,7018,null,null,null,null,null,null,-225,null,null,null
107,S,KF,7019,null,null,null,null,null,null,-225,null,null,null
107,S,KF,7040,null,null,null,null,null,null,-225,null,null,null
107,S,KG,7073,null,null,+,null,null,null,-075,0025,0075,null
107,S,KG,7075,null,null,+,null,null,null,-075,0025,0075,null
107,S,KH,7073,null,null,+,null,null,null,-125,0025,0075,null
107,S,KH,7075,null,null,+,null,null,null,-125,0025,0075,null
107,S,KI,7073,null,null,+,null,null,null,-175,0025,0075,null
107,S,KI,7075,null,null,+,null,null,null,-175,0025,0075,null
107,S,KJ,7073,null,null,+,null,null,null,-225,0025,0075,null
107,S,KJ,7075,null,null,+,null,null,null,-225,0025,0075,null
107,S,KK,7073,null,null,+,null,null,null,-275,0025,0075,null
107,S,KK,7075,null,null,+,null,null,null,-275,0025,0075,null
107,S,KL,7073,null,null,+,null,null,null,-075,0100,0175,null
107,S,KL,7075,null,null,+,null,null,null,-075,0100,0175,null
107,S,KM,7073,null,null,+,null,null,null,-125,0100,0175,null
107,S,KM,7075,null,null,+,null,null,null,-125,0100,0175,null
107,S,KN,7073,null,null,+,null,null,null,-175,0100,0175,null
107,S,KN,7075,null,null,+,null,null,null,-175,0100,0175,null
107,S,KO,7073,null,null,+,null,null,null,-225,0100,0175,null
107,S,KO,7075,null,null,+,null,null,null,-225,0100,0175,null
107,S,KP,7073,null,null,+,null,null,null,-275,0100,0175,null
107,S,KP,7075,null,null,+,null,null,null,-275,0100,0175,null
107,S,KQ,7073,null,null,+,null,null,null,-075,0200,0275,null
107,S,KQ,7075,null,null,+,null,null,null,-075,0200,0275,null
107,S,KR,7073,null,null,+,null,null,null,-125,0200,0275,null
107,S,KR,7075,null,null,+,null,null,null,-125,0200,0275,null
107,S,KS,7073,null,null,+,null,null,null,-175,0200,0275,null
107,S,KS,7075,null,null,+,null,null,null,-175,0200,0275,null
107,S,KT,7073,null,null,+,null,null,null,-225,0200,0275,null
107,S,KT,7075,null,null,+,null,null,null,-225,0200,0275,null
107,S,KU,7073,null,null,+,null,null,null,-275,0200,0275,null
107,S,KU,7075,null,null,+,null,null,null,-275,0200,0275,null
107,S,KV,7073,null,null,+,null,null,null,-075,0300,0375,null
107,S,KV,7075,null,null,+,null,null,null,-075,0300,0375,null
107,S,KW,7073,null,null,+,null,null,null,-125,0300,0375,null
107,S,KW,7075,null,null,+,null,null,null,-125,0300,0375,null
107,S,KX,7073,null,null,+,null,null,null,-175,0300,0375,null
107,S,KX,7075,null,null,+,null,null,null,-175,0300,0375,null
107,S,KY,7073,null,null,+,null,null,null,-225,0300,0375,null
107,S,KY,7075,null,null,+,null,null,null,-225,0300,0375,null
107,S,KZ,7073,null,null,+,null,null,null,-275,0300,0375,null
107,S,KZ,7075,null,null,+,null,null,null,-275,0300,0375,null
107,S,LA,7073,null,null,+,null,null,null,-075,0400,0475,null
107,S,LA,7075,null,null,+,null,null,null,-075,0400,0475,null
107,S,LB,7073,null,null,+,null,null,null,-125,0400,0475,null
107,S,LB,7075,null,null,+,null,null,null,-125,0400,0475,null
107,S,LC,7073,null,null,+,null,null,null,-175,0400,0475,null
107,S,LC,7075,null,null,+,null,null,null,-175,0400,0475,null
107,S,LD,7073,null,null,+,null,null,null,-225,0400,0475,null
107,S,LD,7075,null,null,+,null,null,null,-225,0400,0475,null
107,S,LE,7073,null,null,+,null,null,null,-275,0400,0475,null
107,S,LE,7075,null,null,+,null,null,null,-275,0400,0475,null
107,S,LF,7073,null,null,+,null,null,null,-075,0500,0575,null
107,S,LF,7075,null,null,+,null,null,null,-075,0500,0575,null
107,S,LG,7073,null,null,+,null,null,null,-125,0500,0575,null
107,S,LG,7075,null,null,+,null,null,null,-125,0500,0575,null
107,S,LH,7073,null,null,+,null,null,null,-175,0500,0575,null
107,S,LH,7075,null,null,+,null,null,null,-175,0500,0575,null
107,S,LI,7073,null,null,+,null,null,null,-225,0500,0575,null
107,S,LI,7075,null,null,+,null,null,null,-225,0500,0575,null
107,S,LJ,7073,null,null,+,null,null,null,-275,0500,0575,null
107,S,LJ,7075,null,null,+,null,null,null,-275,0500,0575,null
107,S,LK,7073,null,null,+,null,null,null,-075,null,null,null
107,S,LK,7075,null,null,+,null,null,null,-075,null,null,null
107,S,LL,7073,null,null,+,null,null,null,-125,null,null,null
107,S,LL,7075,null,null,+,null,null,null,-125,null,null,null
107,S,LM,7073,null,null,+,null,null,null,-175,null,null,null
107,S,LM,7075,null,null,+,null,null,null,-175,null,null,null
107,S,LN,7073,null,null,+,null,null,null,-225,null,null,null
107,S,LN,7075,null,null,+,null,null,null,-225,null,null,null
107,S,LO,7073,null,null,+,null,null,null,-275,null,null,null
107,S,LO,7075,null,null,+,null,null,null,-275,null,null,null
107,S,LP,7073,null,null,null,null,null,null,-075,0000,0075,null
107,S,LP,7075,null,null,null,null,null,null,-075,0000,0075,null
107,S,LQ,7073,null,null,null,null,null,null,-125,0000,0075,null
107,S,LQ,7075,null,null,null,null,null,null,-125,0000,0075,null
107,S,LR,7073,null,null,null,null,null,null,-175,0000,0075,null
107,S,LR,7075,null,null,null,null,null,null,-175,0000,0075,null
107,S,LS,7073,null,null,null,null,null,null,-225,0000,0075,null
107,S,LS,7075,null,null,null,null,null,null,-225,0000,0075,null
107,S,LT,7073,null,null,null,null,null,null,-275,0000,0075,null
107,S,LT,7075,null,null,null,null,null,null,-275,0000,0075,null
107,S,LU,7073,null,null,null,null,null,null,-075,0100,0175,null
107,S,LU,7075,null,null,null,null,null,null,-075,0100,0175,null
107,S,LV,7073,null,null,null,null,null,null,-125,0100,0175,null
107,S,LV,7075,null,null,null,null,null,null,-125,0100,0175,null
107,S,LW,7073,null,null,null,null,null,null,-175,0100,0175,null
107,S,LW,7075,null,null,null,null,null,null,-175,0100,0175,null
